C:\py\IMG\center_2017_09_18_19_48_31_122.jpg, C:\py\IMG\left_2017_09_18_19_48_31_122.jpg, C:\py\IMG\right_2017_09_18_19_48_31_122.jpg, 0, 0, 0, 0.6092778
C:\py\IMG\center_2017_09_18_19_48_31_226.jpg, C:\py\IMG\left_2017_09_18_19_48_31_226.jpg, C:\py\IMG\right_2017_09_18_19_48_31_226.jpg, 0, 0, 0, 0.6010057
C:\py\IMG\center_2017_09_18_19_48_31_331.jpg, C:\py\IMG\left_2017_09_18_19_48_31_331.jpg, C:\py\IMG\right_2017_09_18_19_48_31_331.jpg, 0, 0, 0, 0.5911872
C:\py\IMG\center_2017_09_18_19_48_31_433.jpg, C:\py\IMG\left_2017_09_18_19_48_31_433.jpg, C:\py\IMG\right_2017_09_18_19_48_31_433.jpg, 0, 0, 0, 0.5830953
C:\py\IMG\center_2017_09_18_19_48_31_535.jpg, C:\py\IMG\left_2017_09_18_19_48_31_535.jpg, C:\py\IMG\right_2017_09_18_19_48_31_535.jpg, 0, 0, 0, 0.5749152
C:\py\IMG\center_2017_09_18_19_48_31_636.jpg, C:\py\IMG\left_2017_09_18_19_48_31_636.jpg, C:\py\IMG\right_2017_09_18_19_48_31_636.jpg, -0.0847337, 0.01667598, 0, 0.5889036
C:\py\IMG\center_2017_09_18_19_48_31_739.jpg, C:\py\IMG\left_2017_09_18_19_48_31_739.jpg, C:\py\IMG\right_2017_09_18_19_48_31_739.jpg, -0.3748068, 0.3067491, 0, 0.8335147
C:\py\IMG\center_2017_09_18_19_48_31_841.jpg, C:\py\IMG\left_2017_09_18_19_48_31_841.jpg, C:\py\IMG\right_2017_09_18_19_48_31_841.jpg, -0.6802827, 0.5447217, 0, 1.434959
C:\py\IMG\center_2017_09_18_19_48_31_945.jpg, C:\py\IMG\left_2017_09_18_19_48_31_945.jpg, C:\py\IMG\right_2017_09_18_19_48_31_945.jpg, -0.4543729, 0.2491354, 0, 1.806302
C:\py\IMG\center_2017_09_18_19_48_32_048.jpg, C:\py\IMG\left_2017_09_18_19_48_32_048.jpg, C:\py\IMG\right_2017_09_18_19_48_32_048.jpg, -0.09571096, 0, 0, 1.830362
C:\py\IMG\center_2017_09_18_19_48_32_151.jpg, C:\py\IMG\left_2017_09_18_19_48_32_151.jpg, C:\py\IMG\right_2017_09_18_19_48_32_151.jpg, 0, 0, 0, 1.806948
C:\py\IMG\center_2017_09_18_19_48_32_254.jpg, C:\py\IMG\left_2017_09_18_19_48_32_254.jpg, C:\py\IMG\right_2017_09_18_19_48_32_254.jpg, 0, 0, 0, 1.784965
C:\py\IMG\center_2017_09_18_19_48_32_359.jpg, C:\py\IMG\left_2017_09_18_19_48_32_359.jpg, C:\py\IMG\right_2017_09_18_19_48_32_359.jpg, 0, 0, 0, 1.763209
C:\py\IMG\center_2017_09_18_19_48_32_460.jpg, C:\py\IMG\left_2017_09_18_19_48_32_460.jpg, C:\py\IMG\right_2017_09_18_19_48_32_460.jpg, 0, 0.1181927, 0, 1.812251
C:\py\IMG\center_2017_09_18_19_48_32_563.jpg, C:\py\IMG\left_2017_09_18_19_48_32_563.jpg, C:\py\IMG\right_2017_09_18_19_48_32_563.jpg, 0, 0.4295486, 0, 2.137366
C:\py\IMG\center_2017_09_18_19_48_32_664.jpg, C:\py\IMG\left_2017_09_18_19_48_32_664.jpg, C:\py\IMG\right_2017_09_18_19_48_32_664.jpg, 0, 0.7135031, 0, 2.932562
C:\py\IMG\center_2017_09_18_19_48_32_766.jpg, C:\py\IMG\left_2017_09_18_19_48_32_766.jpg, C:\py\IMG\right_2017_09_18_19_48_32_766.jpg, 0, 1, 0, 4.035277
C:\py\IMG\center_2017_09_18_19_48_32_868.jpg, C:\py\IMG\left_2017_09_18_19_48_32_868.jpg, C:\py\IMG\right_2017_09_18_19_48_32_868.jpg, 0, 0.9311635, 0, 5.410859
C:\py\IMG\center_2017_09_18_19_48_32_969.jpg, C:\py\IMG\left_2017_09_18_19_48_32_969.jpg, C:\py\IMG\right_2017_09_18_19_48_32_969.jpg, -0.1383388, 0.6259109, 0, 6.239587
C:\py\IMG\center_2017_09_18_19_48_33_072.jpg, C:\py\IMG\left_2017_09_18_19_48_33_072.jpg, C:\py\IMG\right_2017_09_18_19_48_33_072.jpg, -0.4477354, 0.3165143, 0, 6.658549
C:\py\IMG\center_2017_09_18_19_48_33_175.jpg, C:\py\IMG\left_2017_09_18_19_48_33_175.jpg, C:\py\IMG\right_2017_09_18_19_48_33_175.jpg, -0.7381775, 0.02607216, 0, 6.669384
C:\py\IMG\center_2017_09_18_19_48_33_277.jpg, C:\py\IMG\left_2017_09_18_19_48_33_277.jpg, C:\py\IMG\right_2017_09_18_19_48_33_277.jpg, -0.763678, 0, 0, 6.533463
C:\py\IMG\center_2017_09_18_19_48_33_381.jpg, C:\py\IMG\left_2017_09_18_19_48_33_381.jpg, C:\py\IMG\right_2017_09_18_19_48_33_381.jpg, -0.4663556, 0, 0, 6.49154
C:\py\IMG\center_2017_09_18_19_48_33_486.jpg, C:\py\IMG\left_2017_09_18_19_48_33_486.jpg, C:\py\IMG\right_2017_09_18_19_48_33_486.jpg, -0.1713147, 0, 0, 6.42944
C:\py\IMG\center_2017_09_18_19_48_33_591.jpg, C:\py\IMG\left_2017_09_18_19_48_33_591.jpg, C:\py\IMG\right_2017_09_18_19_48_33_591.jpg, 0, 0, 0, 6.335227
C:\py\IMG\center_2017_09_18_19_48_33_692.jpg, C:\py\IMG\left_2017_09_18_19_48_33_692.jpg, C:\py\IMG\right_2017_09_18_19_48_33_692.jpg, 0, 0, 0, 6.268156
C:\py\IMG\center_2017_09_18_19_48_33_796.jpg, C:\py\IMG\left_2017_09_18_19_48_33_796.jpg, C:\py\IMG\right_2017_09_18_19_48_33_796.jpg, -0.2930876, 0, 0, 6.184786
C:\py\IMG\center_2017_09_18_19_48_33_902.jpg, C:\py\IMG\left_2017_09_18_19_48_33_902.jpg, C:\py\IMG\right_2017_09_18_19_48_33_902.jpg, -0.5948028, 0.08956891, 0, 6.088892
C:\py\IMG\center_2017_09_18_19_48_34_003.jpg, C:\py\IMG\left_2017_09_18_19_48_34_003.jpg, C:\py\IMG\right_2017_09_18_19_48_34_003.jpg, -0.8913177, 0.3860838, 0, 6.290753
C:\py\IMG\center_2017_09_18_19_48_34_104.jpg, C:\py\IMG\left_2017_09_18_19_48_34_104.jpg, C:\py\IMG\right_2017_09_18_19_48_34_104.jpg, -0.5959486, 0.681453, 0, 6.959412
C:\py\IMG\center_2017_09_18_19_48_34_206.jpg, C:\py\IMG\left_2017_09_18_19_48_34_206.jpg, C:\py\IMG\right_2017_09_18_19_48_34_206.jpg, -0.2791519, 0.4217918, 0, 7.514517
C:\py\IMG\center_2017_09_18_19_48_34_310.jpg, C:\py\IMG\left_2017_09_18_19_48_34_310.jpg, C:\py\IMG\right_2017_09_18_19_48_34_310.jpg, 0, 0.351005, 0, 7.776398
C:\py\IMG\center_2017_09_18_19_48_34_414.jpg, C:\py\IMG\left_2017_09_18_19_48_34_414.jpg, C:\py\IMG\right_2017_09_18_19_48_34_414.jpg, -0.09409215, 0.04036477, 0, 7.890028
C:\py\IMG\center_2017_09_18_19_48_34_520.jpg, C:\py\IMG\left_2017_09_18_19_48_34_520.jpg, C:\py\IMG\right_2017_09_18_19_48_34_520.jpg, -0.3924177, 0.3386903, 0, 8.05127
C:\py\IMG\center_2017_09_18_19_48_34_625.jpg, C:\py\IMG\left_2017_09_18_19_48_34_625.jpg, C:\py\IMG\right_2017_09_18_19_48_34_625.jpg, -0.6884401, 0.6347128, 0, 8.537677
C:\py\IMG\center_2017_09_18_19_48_34_730.jpg, C:\py\IMG\left_2017_09_18_19_48_34_730.jpg, C:\py\IMG\right_2017_09_18_19_48_34_730.jpg, -0.4124924, 0.9909515, 0, 9.688228
C:\py\IMG\center_2017_09_18_19_48_34_836.jpg, C:\py\IMG\left_2017_09_18_19_48_34_836.jpg, C:\py\IMG\right_2017_09_18_19_48_34_836.jpg, -0.1151232, 1, 0, 10.8007
C:\py\IMG\center_2017_09_18_19_48_34_941.jpg, C:\py\IMG\left_2017_09_18_19_48_34_941.jpg, C:\py\IMG\right_2017_09_18_19_48_34_941.jpg, 0, 1, 0, 12.00852
C:\py\IMG\center_2017_09_18_19_48_35_046.jpg, C:\py\IMG\left_2017_09_18_19_48_35_046.jpg, C:\py\IMG\right_2017_09_18_19_48_35_046.jpg, 0, 1, 0, 12.92017
C:\py\IMG\center_2017_09_18_19_48_35_152.jpg, C:\py\IMG\left_2017_09_18_19_48_35_152.jpg, C:\py\IMG\right_2017_09_18_19_48_35_152.jpg, -0.08129004, 1, 0, 14.16026
C:\py\IMG\center_2017_09_18_19_48_35_257.jpg, C:\py\IMG\left_2017_09_18_19_48_35_257.jpg, C:\py\IMG\right_2017_09_18_19_48_35_257.jpg, -0.3777999, 1, 0, 15.18842
C:\py\IMG\center_2017_09_18_19_48_35_363.jpg, C:\py\IMG\left_2017_09_18_19_48_35_363.jpg, C:\py\IMG\right_2017_09_18_19_48_35_363.jpg, -0.5543829, 1, 0, 16.10336
C:\py\IMG\center_2017_09_18_19_48_35_466.jpg, C:\py\IMG\left_2017_09_18_19_48_35_466.jpg, C:\py\IMG\right_2017_09_18_19_48_35_466.jpg, -0.247538, 1, 0, 17.3314
C:\py\IMG\center_2017_09_18_19_48_35_570.jpg, C:\py\IMG\left_2017_09_18_19_48_35_570.jpg, C:\py\IMG\right_2017_09_18_19_48_35_570.jpg, 0, 1, 0, 18.53684
C:\py\IMG\center_2017_09_18_19_48_35_673.jpg, C:\py\IMG\left_2017_09_18_19_48_35_673.jpg, C:\py\IMG\right_2017_09_18_19_48_35_673.jpg, 0, 1, 0, 19.40947
C:\py\IMG\center_2017_09_18_19_48_35_776.jpg, C:\py\IMG\left_2017_09_18_19_48_35_776.jpg, C:\py\IMG\right_2017_09_18_19_48_35_776.jpg, 0, 1, 0, 20.53832
C:\py\IMG\center_2017_09_18_19_48_35_878.jpg, C:\py\IMG\left_2017_09_18_19_48_35_878.jpg, C:\py\IMG\right_2017_09_18_19_48_35_878.jpg, 0, 1, 0, 21.46443
